pub_date	abstract	keywords	vader_sentiment	trans_sentiment	text-davinci-003_sentiment
2023-01-02 13:55:55	Public sympathy for striking nurses and other health workers is particularly strong, posing a challenge for Prime Minister Rishi Sunak, who has promised to confront trade unions.	[{'name': 'glocations', 'value': 'Great Britain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Strikes', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Wages and Salaries', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Labor', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Sunak, Rishi (1980- )', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Conservative Party (Great Britain)', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'National Health Service', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Public and Commercial Services Union', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Railroads', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing and Nurses', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 13, 'major': 'N'}]	0.8155	0.9989163875579834	 0
2023-01-02 15:46:26	Lower-cost liquor could help the emirate keep its edge over neighbors like Saudi Arabia and Qatar as the Middle East’s hub for leisure and business.	[{'name': 'subject', 'value': 'Sales and Excise Taxes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Dubai (United Arab Emirates)', 'rank': 4, 'major': 'N'}]	0.6369	0.9773830771446228	 0.00
2023-01-02 16:13:12	A director cast the beleaguered actor as Franjo Tudjman, the late Croatian leader, whom some call a patriot and others revile as an ethnonationalist zealot.	[{'name': 'subject', 'value': 'War Crimes, Genocide and Crimes Against Humanity', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Tudjman, Franjo', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Spacey, Kevin', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Croatia', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Yugoslavia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Nationalism (Theory and Philosophy)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'War and Armed Conflicts', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Sedlar, Jakov (1952- )', 'rank': 10, 'major': 'N'}, {'name': 'creative_works', 'value': 'Once Upon a Time in Croatia (Movie)', 'rank': 11, 'major': 'N'}]	-0.4404	0.9918368458747864	 0
2023-01-02 16:39:14	Washington delivered the first batch of truck-mounted, multiple-rocket launchers, known as HIMARS,	[]	0.0	0.8660200834274292	 0.00
2023-01-02 19:35:00	Even after his resignation as pope, traditionalists invoked Benedict’s name and sought to draw him into internecine ideological wars. Now he is gone.	[{'name': 'subject', 'value': 'Conservatism (US Politics)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Religion and Belief', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Priests', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Homosexuality and Bisexuality', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Funerals and Memorials', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Clergy', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Roman Catholic Church', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Benedict XVI', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Francis', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'John Paul II', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Germany', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Vatican City', 'rank': 14, 'major': 'N'}]	-0.7003	0.9980144500732422	 -0.96
2023-01-02 23:37:10	A Ukrainian attack with U.S.-made rockets may have left hundreds of casualties, and pro-war Russians accused their military commanders of repeating fatal errors.	[{'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Missiles and Missile Defense Systems', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Makiivka (Ukraine)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 7, 'major': 'N'}]	-0.8807	0.9991750121116638	 -0.98
2023-01-03 05:01:09	The deployment to a NATO country near the conflict in Ukraine is seen as a model of deterrence for a U.S. military that has recently stepped back from direct fighting.	[{'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Romania', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Military Bases and Installations', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Putin, Vladimir V', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'United States Army', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'North Atlantic Treaty Organization', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 12, 'major': 'N'}]	-0.5859	0.7258731126785278	 0.00
2023-01-03 08:30:45	Itamar Ben-Gvir, the ultranationalist national security minister, toured the site just days after taking office, drawing a furious reaction from Palestinian leaders.	[{'name': 'glocations', 'value': 'Israel', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Ben-Gvir, Itamar', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Jews and Judaism', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Muslims and Islam', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Temple Mount (Jerusalem)', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Al Aqsa Mosque (Jerusalem)', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Netanyahu, Benjamin', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Jerusalem (Israel)', 'rank': 11, 'major': 'N'}]	-0.3182	0.6439747214317322	 -0.72
2023-01-03 09:28:03	Heavy rains on Christmas Day killed dozens of people and left thousands displaced. For a deeply Catholic nation, the timing heightened the sense of tragedy.	[{'name': 'subject', 'value': 'Christmas', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Floods', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Global Warming', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Rescues', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Mindanao (Philippines)', 'rank': 6, 'major': 'N'}]	-0.872	0.9899590611457825	 -0.98
2023-01-03 10:21:42	In one of their deadliest attacks yet on Russian forces, Ukrainians used American-made rockets to kill dozens — and perhaps hundreds — of Moscow’s troops in a New Year’s Day strike behind the lines, prompting outraged Russian war hawks to accuse their military of lethal incompetence.	[]	-0.9666	0.9886497259140015	 -0.92
2023-01-03 12:27:07	A government spokeswoman said Beijing would consider reciprocal measures against countries that have sought to limit travelers arriving from China.	[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Quarantines', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus Risks and Safety Concerns', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Centers for Disease Control and Prevention', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'China Central Television', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Trip.com', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Beijing (China)', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Canada', 'rank': 14, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 15, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'Japan', 'rank': 17, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 18, 'major': 'N'}]	0.0	0.9775634407997131	 -0.30
2023-01-03 13:36:56	The César Academy’s decision is its latest effort to improve its image after years marked by abuse scandals.	[{'name': 'organizations', 'value': 'Cesar Academy (France)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Awards, Decorations and Honors', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': '#MeToo Movement', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sex Crimes', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Sexual Harassment', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bennacer, Sofiane', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Polanski, Roman', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Paris (France)', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 10, 'major': 'N'}]	-0.6705	0.9811390042304993	 -0.60
2023-01-03 15:20:16	Tunisia’s road to democracy began with a self-immolation, and such cases have filled hospital burn wards ever since, as elected leaders failed to deliver on a promise of prosperity.	[{'name': 'subject', 'value': 'internal-sub-only', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Immolation', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Democracy (Theory and Philosophy)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hospitals', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Bouazizi, Mohamed', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Saied, Kais (1958- )', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Tunis (Tunisia)', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Tunisia', 'rank': 11, 'major': 'N'}]	-0.25	0.9964168071746826	 -0.82
2023-01-03 16:10:18	The pace of consumer price increases began easing late in the year, but the country’s annual rate of inflation set a new, post-Cold War record.	[{'name': 'subject', 'value': 'Inflation (Economics)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Germany', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 5, 'major': 'N'}]	-0.705	0.9933167695999146	 -0.78
2023-01-03 16:27:27	The mural, showing a woman in a bathrobe wearing a gas mask and holding a fire extinguisher, was one of seven artworks painted by Banksy on war-ravaged buildings in and around Kyiv.	[{'name': 'glocations', 'value': 'Ukraine', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Banksy', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Murals', 'rank': 3, 'major': 'N'}]	-0.34	0.9632998704910278	 0.00
2023-01-03 16:52:02	With Prince Harry’s new book, “Spare,” set to be released next week, Britain is gearing up for the release of revealing new interviews with the estranged royal.	[{'name': 'persons', 'value': 'Harry, Duke of Sussex', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Royal Families', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Markle, Meghan', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'William, Duke of Cambridge', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Charles III, King of the United Kingdom', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'CBS Corporation', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'ITV (TV Network)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'News and News Media', 'rank': 10, 'major': 'N'}, {'name': 'creative_works', 'value': 'Spare (Book)', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'audio-neutral-informative', 'rank': 13, 'major': 'N'}]	0.0	0.9947184324264526	 0.00 (neutral)
2023-01-03 21:36:57	The Russian leader has dropped the pretense that life goes on as normal despite the war, evident in the Kremlin’s quick acknowledgment of mass casualties inflicted by Ukraine last weekend.	[{'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Putin, Vladimir V', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Propaganda', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Draft and Recruitment (Military)', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Makiivka (Ukraine)', 'rank': 9, 'major': 'N'}]	0.4847	0.9289908409118652	 -0.94
2023-01-04 01:02:28	When costly missiles take out cheap drones, the real winner over time may be the country that spends less.	[{'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drones (Pilotless Planes)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Arms Trade', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 8, 'major': 'N'}]	0.5267	0.9970535039901733	 0.00
2023-01-04 05:01:11	Joseph Ratzinger was accused of mishandling cases when he was bishop of Munich, but as pope he was credited with forcing the Catholic Church to face a scourge long ignored.	[{'name': 'organizations', 'value': 'Roman Catholic Church', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Benedict XVI', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sex Crimes', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Child Abuse and Neglect', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation (Civil)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Popes', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Priests', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Munich (Germany)', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Perr, Andreas', 'rank': 9, 'major': 'N'}]	-0.0772	0.99080491065979	 0.00
2023-01-04 06:16:37	The Defense Ministry said the use of phones helped Ukraine home in on the troops’ location, while influential military bloggers said that explanation ignored commanders’ mistakes.	[]	-0.1027	0.9213379621505737	 -0.96
2023-01-04 09:59:05	Her appearances in state media, most recently in undated photos released on New Year’s Day, have triggered growing speculation about succession plans in the country.	[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Kim Jong-un', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Nuclear Weapons', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Pyongyang (North Korea)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 7, 'major': 'N'}]	0.3612	0.9284281134605408	 0
2023-01-04 11:25:28	House Republicans are struggling with a test of governing.	[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Right-Wing Extremism and Alt-Right', 'rank': 4, 'major': 'N'}]	-0.4215	0.9976938366889954	 -0.40
